"album_id","album_name","duration","release_date","all_music_rating","url"
"mw0003633494","westworld: selections from the hbo series season 2",NA,2022-01-21,NA,"https://www.allmusic.com/album/westworld-selections-from-the-hbo-series-season-2-mw0003633494"
"mw0003659322","hits",NA,2022-02-18,NA,"https://www.allmusic.com/album/hits-mw0003659322"
"mw0003659015","downhome blues from chicago to new york",NA,2022-02-18,NA,"https://www.allmusic.com/album/downhome-blues-from-chicago-to-new-york-mw0003659015"
"mw0003659017","correnti gravitazionali: the best of franco battiato","01:38:25",2022-02-11,NA,"https://www.allmusic.com/album/correnti-gravitazionali-the-best-of-franco-battiato-mw0003659017"
"mw0003662025","balance (music for the eye)","01:09:14",2022-01-21,NA,"https://www.allmusic.com/album/balance-music-for-the-eye-mw0003662025"
"mw0003663454","letting off the happiness: a companion",NA,2022-05-27,NA,"https://www.allmusic.com/album/letting-off-the-happiness-a-companion-mw0003663454"
"mw0003663455","a collection of songs written and recorded 1995-1997: a companion",NA,2022-05-27,NA,"https://www.allmusic.com/album/a-collection-of-songs-written-and-recorded-1995-1997-a-companion-mw0003663455"
"mw0003663456","fevers and mirrors: a companion",NA,2022-05-27,NA,"https://www.allmusic.com/album/fevers-and-mirrors-a-companion-mw0003663456"
"mw0003663973","principles of motion",NA,2022-05-06,NA,"https://www.allmusic.com/album/principles-of-motion-mw0003663973"
"mw0003667315","in your arms (for an angel)","02:30",2022-01-21,NA,"https://www.allmusic.com/album/in-your-arms-for-an-angel-mw0003667315"
"mw0003670252","olympia remixes",NA,2022-02-11,NA,"https://www.allmusic.com/album/olympia-remixes-mw0003670252"
"mw0003698802","at the surgery",NA,2022-05-06,NA,"https://www.allmusic.com/album/at-the-surgery-mw0003698802"
"mw0003699315","four classic albums plus",NA,2022-05-06,NA,"https://www.allmusic.com/album/four-classic-albums-plus-mw0003699315"
"mw0003699876","essentials: roadshow recordings 1974-1980",NA,2022-05-13,NA,"https://www.allmusic.com/album/essentials-roadshow-recordings-1974-1980-mw0003699876"
"mw0003700195","live and reconstructed, 1999","01:17:37",2022-03-18,NA,"https://www.allmusic.com/album/live-and-reconstructed-1999-mw0003700195"
"mw0003700334","love","04:09",2022-04-12,NA,"https://www.allmusic.com/album/love-mw0003700334"
"mw0003702165","from the new world","44:58",2022-07-15,NA,"https://www.allmusic.com/album/from-the-new-world-mw0003702165"
"mw0003702397","my lord music, i most humbly beg your indulgence in the hope that you will do me the honour of permitting this seed called keiji haino to be planted within you",NA,2022-04-01,NA,"https://www.allmusic.com/album/my-lord-music-i-most-humbly-beg-your-indulgence-in-the-hope-that-you-will-do-me-the-honour-of-permitting-this-seed-called-keiji-haino-to-be-planted-within-you-mw0003702397"
"mw0003704039","live in milan 1984","46:56",2022-05-06,NA,"https://www.allmusic.com/album/live-in-milan-1984-mw0003704039"
"mw0003704046","saint-saëns: piano concerto no. 2 in g minor; liszt: piano concerto no. 1 in e flat major","43:42",2022-04-08,NA,"https://www.allmusic.com/album/saint-sa%C3%ABns-piano-concerto-no-2-in-g-minor-liszt-piano-concerto-no-1-in-e-flat-major-mw0003704046"
"mw0003706439","ravel: valses nobles et sentimentales; le tombeau de couperin; miroirs; concertos","02:13:15",2022-04-01,NA,"https://www.allmusic.com/album/ravel-valses-nobles-et-sentimentales-le-tombeau-de-couperin-miroirs-concertos-mw0003706439"
"mw0003671502","la bamba [not now music]",NA,2022-03-25,NA,"https://www.allmusic.com/album/la-bamba-not-now-music--mw0003671502"
"mw0003671883","the production of claude debussy","57:01",2022-02-11,NA,"https://www.allmusic.com/album/the-production-of-claude-debussy-mw0003671883"
"mw0003674226","live in huntington, west virginia, december 1978","41:53",2022-03-04,NA,"https://www.allmusic.com/album/live-in-huntington-west-virginia-december-1978-mw0003674226"
"mw0003674228","paradise theatre, boston, 5 february, 1979","59:37",2022-03-04,NA,"https://www.allmusic.com/album/paradise-theatre-boston-5-february-1979-mw0003674228"
"mw0003675962","ghosted",NA,2022-04-15,NA,"https://www.allmusic.com/album/ghosted-mw0003675962"
"mw0003676504","live at the fillmore west","01:41:14",2022-02-25,NA,"https://www.allmusic.com/album/live-at-the-fillmore-west-mw0003676504"
"mw0003678152","montmartre 73",NA,2022-04-01,NA,"https://www.allmusic.com/album/montmartre-73-mw0003678152"
"mw0003678214","the boat i row","03:58",2022-02-18,NA,"https://www.allmusic.com/album/the-boat-i-row-mw0003678214"
"mw0003678313","triotrio meets sheila jordan",NA,2022-02-15,NA,"https://www.allmusic.com/album/triotrio-meets-sheila-jordan-mw0003678313"
"mw0003678963","resist","01:00:03",2022-02-27,NA,"https://www.allmusic.com/album/resist-mw0003678963"
"mw0003681393","uncharted [original motion picture soundtrack]","58:31",2022-03-25,NA,"https://www.allmusic.com/album/uncharted-original-motion-picture-soundtrack--mw0003681393"
"mw0003649867","the original george thorogood","55:02",2022-04-15,NA,"https://www.allmusic.com/album/the-original-george-thorogood-mw0003649867"
"mw0003651372","surrender","01:21:56",2022-02-25,NA,"https://www.allmusic.com/album/surrender-mw0003651372"
"mw0003651444","the slow rush b-sides & remixes","53:59",2022-02-18,NA,"https://www.allmusic.com/album/the-slow-rush-b-sides-remixes-mw0003651444"
"mw0003652473","on the honky tonk highway with jeannie c. riley","01:18:28",2022-02-04,NA,"https://www.allmusic.com/album/on-the-honky-tonk-highway-with-jeannie-c-riley-mw0003652473"
"mw0003652800","correnti gravita",NA,2022-02-11,NA,"https://www.allmusic.com/album/correnti-gravita-mw0003652800"
"mw0003653804","two days 'til tomorrow: the warner bros. non-album singles 1966-1970",NA,2022-04-01,NA,"https://www.allmusic.com/album/two-days-til-tomorrow-the-warner-bros-non-album-singles-1966-1970-mw0003653804"
"mw0003654076","rocks","01:18:02",2022-03-04,NA,"https://www.allmusic.com/album/rocks-mw0003654076"
"mw0003654142","for the fkn love",NA,2022-03-18,NA,"https://www.allmusic.com/album/for-the-fkn-love-mw0003654142"
"mw0003655994","eruption around the world","02:20:42",2022-03-18,NA,"https://www.allmusic.com/album/eruption-around-the-world-mw0003655994"
"mw0003658190","the jingle workshop: midcentury musical miniatures 1951-1965",NA,2022-03-18,NA,"https://www.allmusic.com/album/the-jingle-workshop-midcentury-musical-miniatures-1951-1965-mw0003658190"
"mw0003658574","mgm & coral singles collection 1951-1958",NA,2022-02-18,NA,"https://www.allmusic.com/album/mgm-coral-singles-collection-1951-1958-mw0003658574"
"mw0003683354","jazzy love songs","20:01",2022-02-11,NA,"https://www.allmusic.com/album/jazzy-love-songs-mw0003683354"
"mw0003683381","i am woman","20:34",2022-03-01,NA,"https://www.allmusic.com/album/i-am-woman-mw0003683381"
"mw0003692782","rituals: environment 7.1",NA,2022-04-29,NA,"https://www.allmusic.com/album/rituals-environment-71-mw0003692782"
"mw0003692944","rumble: link wray [1956-62]",NA,2022-04-01,NA,"https://www.allmusic.com/album/rumble-link-wray-1956-62--mw0003692944"
"mw0003693532","live broadcasts 1969-1970",NA,2022-04-29,NA,"https://www.allmusic.com/album/live-broadcasts-1969-1970-mw0003693532"
"mw0003694570","baby, we're ascending [single]","10:39",2022-04-27,NA,"https://www.allmusic.com/album/baby-were-ascending-single--mw0003694570"
"mw0003585180","castle in the sky: laputa in the sky us version",NA,2022-01-07,NA,"https://www.allmusic.com/album/castle-in-the-sky-laputa-in-the-sky-us-version-mw0003585180"
"mw0003853065","the a&m cd box set 1970-1975","06:33:06",2022-12-02,NA,"https://www.allmusic.com/album/the-a-m-cd-box-set-1970-1975-mw0003853065"
"mw0003887416","hold our ground",NA,2022-09-21,NA,"https://www.allmusic.com/album/hold-our-ground-mw0003887416"
"mw0003904999","the a&m rarities (1970-1975)","48:50",2022-12-02,NA,"https://www.allmusic.com/album/the-a-m-rarities-1970-1975-mw0003904999"
"mw0003866680","making noise: the 99.9f° world tour [live]","00:25",2022-10-21,NA,"https://www.allmusic.com/album/making-noise-the-999f%C2%B0-world-tour-live--mw0003866680"
"mw0003868829","naja","53:22",2022-12-09,NA,"https://www.allmusic.com/album/naja-mw0003868829"
"mw0003871894","i felt a funeral, in my brain","04:09",2022-10-26,NA,"https://www.allmusic.com/album/i-felt-a-funeral-in-my-brain-mw0003871894"
"mw0003892091","home for christmas","44:32",2022-11-18,NA,"https://www.allmusic.com/album/home-for-christmas-mw0003892091"
"mw0003891914","all about","35:09",2022-11-18,NA,"https://www.allmusic.com/album/all-about-mw0003891914"
"mw0003901383","archive treasures, vol. 1: live in boston",NA,2022-12-15,NA,"https://www.allmusic.com/album/archive-treasures-vol-1-live-in-boston-mw0003901383"
"mw0003834666","new york 1982","41:06",2022-11-04,NA,"https://www.allmusic.com/album/new-york-1982-mw0003834666"
"mw0003835211","masterpiece",NA,2022-08-17,NA,"https://www.allmusic.com/album/masterpiece-mw0003835211"
"mw0003833826","pair of jokers: dennis & brian regan","22:51",2022-10-25,NA,"https://www.allmusic.com/album/pair-of-jokers-dennis-brian-regan-mw0003833826"
"mw0003833868","raindrops: the singles & albums collection 1956-1962",NA,2022-11-04,NA,"https://www.allmusic.com/album/raindrops-the-singles-albums-collection-1956-1962-mw0003833868"
"mw0003835750","the first decade 1953-1962",NA,2022-12-09,NA,"https://www.allmusic.com/album/the-first-decade-1953-1962-mw0003835750"
"mw0003836019","all in my mind: a singles collection 1954-1962",NA,2022-11-11,NA,"https://www.allmusic.com/album/all-in-my-mind-a-singles-collection-1954-1962-mw0003836019"
"mw0003840754","native america",NA,2022-11-11,NA,"https://www.allmusic.com/album/native-america-mw0003840754"
"mw0003843126","house of the dragon: season 1 [soundtrack from the series]","02:03:04",2022-10-24,NA,"https://www.allmusic.com/album/house-of-the-dragon-season-1-soundtrack-from-the-series--mw0003843126"
"mw0003847655","baloncito viejo",NA,2022-03-02,NA,"https://www.allmusic.com/album/baloncito-viejo-mw0003847655"
"mw0003850632","babel",NA,NA,NA,"https://www.allmusic.com/album/babel-mw0003850632"
"mw0003851673","symphonic suite ""princess mononoke"" [2021]","46:12",2022-07-20,NA,"https://www.allmusic.com/album/symphonic-suite-princess-mononoke-2021--mw0003851673"
"mw0004101797","the tour and other things: 2022 tour sampler","32:17",2022-04-08,NA,"https://www.allmusic.com/album/the-tour-and-other-things-2022-tour-sampler-mw0004101797"
"mw0001636269","christmas with cliff","40:33",2022-11-25,NA,"https://www.allmusic.com/album/christmas-with-cliff-mw0001636269"
"mw0003948310","anti-matter",NA,2022-10-24,NA,"https://www.allmusic.com/album/anti-matter-mw0003948310"
"mw0003783828","guitar songs","08:17",2022-07-21,NA,"https://www.allmusic.com/album/guitar-songs-mw0003783828"
"mw0003784952","quando quando quando","08:25",2022-07-01,NA,"https://www.allmusic.com/album/quando-quando-quando-mw0003784952"
"mw0003787543","essential classics, vol. 90: teresa brewer",NA,2022-08-26,NA,"https://www.allmusic.com/album/essential-classics-vol-90-teresa-brewer-mw0003787543"
"mw0003794367","essential classics, vol. 33: dinah shore",NA,2022-07-22,NA,"https://www.allmusic.com/album/essential-classics-vol-33-dinah-shore-mw0003794367"
"mw0003762551","middle of a breakup",NA,2022-07-20,NA,"https://www.allmusic.com/album/middle-of-a-breakup-mw0003762551"
"mw0003763943","physical: hope","21:12",2022-04-01,NA,"https://www.allmusic.com/album/physical-hope-mw0003763943"
"mw0003765309","steppers","03:51",2022-07-07,NA,"https://www.allmusic.com/album/steppers-mw0003765309"
"mw0003765453","better than drugs no. 1","38:45",2022-08-19,NA,"https://www.allmusic.com/album/better-than-drugs-no-1-mw0003765453"
"mw0003766210","expect",NA,2022-07-29,NA,"https://www.allmusic.com/album/expect-mw0003766210"
"mw0003769403","multiverse",NA,2022-07-28,NA,"https://www.allmusic.com/album/multiverse-mw0003769403"
"mw0003769524","ep3","16:41",2022-11-18,NA,"https://www.allmusic.com/album/ep3-mw0003769524"
"mw0003775923","las retro chingonas","01:46:46",2022-07-08,NA,"https://www.allmusic.com/album/las-retro-chingonas-mw0003775923"
"mw0003776043","las retro chingonas","01:41:29",2022-07-08,NA,"https://www.allmusic.com/album/las-retro-chingonas-mw0003776043"
"mw0003796280","only jah knows",NA,2022-08-22,NA,"https://www.allmusic.com/album/only-jah-knows-mw0003796280"
"mw0003797442","kidz bop christmas [2022]","01:10:51",2022-11-04,NA,"https://www.allmusic.com/album/kidz-bop-christmas-2022--mw0003797442"
"mw0003820101","live at the greek theater 2019","01:48:49",2022-11-25,NA,"https://www.allmusic.com/album/live-at-the-greek-theater-2019-mw0003820101"
"mw0003820223","greatest hits","01:00:24",2022-11-11,NA,"https://www.allmusic.com/album/greatest-hits-mw0003820223"
"mw0003747596","sun daze: summer songs","19:12",2022-05-27,NA,"https://www.allmusic.com/album/sun-daze-summer-songs-mw0003747596"
"mw0003748871","free [the blessed madonna remix]","04:24",2022-06-03,NA,"https://www.allmusic.com/album/free-the-blessed-madonna-remix--mw0003748871"
"mw0003748937","hot in here: summer songs 2010-2019","22:09",2022-05-27,NA,"https://www.allmusic.com/album/hot-in-here-summer-songs-2010-2019-mw0003748937"
"mw0003753859","las retro chingonas","01:39:14",2022-06-10,NA,"https://www.allmusic.com/album/las-retro-chingonas-mw0003753859"
"mw0003736892","kidz bop super pop","01:41:07",2022-07-15,NA,"https://www.allmusic.com/album/kidz-bop-super-pop-mw0003736892"
"mw0003721135","scenic route","02:31",2022-05-27,NA,"https://www.allmusic.com/album/scenic-route-mw0003721135"
"mw0003724503","physical: love","21:32",2022-05-06,NA,"https://www.allmusic.com/album/physical-love-mw0003724503"
"mw0003821184","christmas live special, 1976",NA,2022-11-11,NA,"https://www.allmusic.com/album/christmas-live-special-1976-mw0003821184"
"mw0003824163","kidz bop halloween","02:01:18",2022-09-02,NA,"https://www.allmusic.com/album/kidz-bop-halloween-mw0003824163"
"mw0003826004","apple music live","22:17",2022-10-01,NA,"https://www.allmusic.com/album/apple-music-live-mw0003826004"
"mw0003641053","kidz bop ultimate playlist",NA,2022-01-21,NA,"https://www.allmusic.com/album/kidz-bop-ultimate-playlist-mw0003641053"
"mw0003641356","her greatest hits","03:39:27",2022-02-04,NA,"https://www.allmusic.com/album/her-greatest-hits-mw0003641356"
"mw0003642457","ley de gravedad","45:55",2022-03-11,NA,"https://www.allmusic.com/album/ley-de-gravedad-mw0003642457"
"mw0003714536","420 hits: jhené aiko","23:19",2022-04-15,NA,"https://www.allmusic.com/album/420-hits-jhen%C3%A9-aiko-mw0003714536"
"mw0003715566","bad lil bish","03:09",2022-06-03,NA,"https://www.allmusic.com/album/bad-lil-bish-mw0003715566"
"mw0003716179","h spot","03:37",2022-04-21,NA,"https://www.allmusic.com/album/h-spot-mw0003716179"
"mw0003717346","behind your walls","06:42",2022-05-06,NA,"https://www.allmusic.com/album/behind-your-walls-mw0003717346"
"mw0003627903","kidz bop ultimate playlist, vol. 1","53:37",2022-01-21,NA,"https://www.allmusic.com/album/kidz-bop-ultimate-playlist-vol-1-mw0003627903"
"mw0003661990","lion","01:42:39",2022-03-04,NA,"https://www.allmusic.com/album/lion-mw0003661990"
"mw0003664938","vice city","03:40",2022-01-28,NA,"https://www.allmusic.com/album/vice-city-mw0003664938"
"mw0003664969","water to drink not write about","45:54",2022-01-28,NA,"https://www.allmusic.com/album/water-to-drink-not-write-about-mw0003664969"
"mw0003665583","my favorite ghosts","51:09",2022-02-04,NA,"https://www.allmusic.com/album/my-favorite-ghosts-mw0003665583"
"mw0003702890","live at the palladium","01:10:32",2022-06-03,NA,"https://www.allmusic.com/album/live-at-the-palladium-mw0003702890"
"mw0003703025","no love","04:36",2022-03-25,NA,"https://www.allmusic.com/album/no-love-mw0003703025"
"mw0003674212","harder than hell","40:25",2022-02-11,NA,"https://www.allmusic.com/album/harder-than-hell-mw0003674212"
"mw0003685819","my love","02:57",2022-03-10,NA,"https://www.allmusic.com/album/my-love-mw0003685819"
"mw0003686489","physical: empowerment","24:49",2022-03-04,NA,"https://www.allmusic.com/album/physical-empowerment-mw0003686489"
"mw0003689477","beautiful world [from “american song contest”]",NA,2022-03-21,NA,"https://www.allmusic.com/album/beautiful-world-from-american-song-contest--mw0003689477"
"mw0003852803","phenomenal woman","24:54",2022-10-11,NA,"https://www.allmusic.com/album/phenomenal-woman-mw0003852803"
"mw0003915898","don cornell and teresa brewer","10:38",2022-12-16,NA,"https://www.allmusic.com/album/don-cornell-and-teresa-brewer-mw0003915898"
"mw0003898327","the lost tapes","50:36",2022-12-31,NA,"https://www.allmusic.com/album/the-lost-tapes-mw0003898327"
"mw0003718477","better than drugs no. 2","39:24",2022-06-17,NA,"https://www.allmusic.com/album/better-than-drugs-no-2-mw0003718477"
"mw0003848791","i saw mommy kissing santa claus","13:49",2022-10-07,NA,"https://www.allmusic.com/album/i-saw-mommy-kissing-santa-claus-mw0003848791"
"mw0003849398","g rage","30:03",2022-10-28,NA,"https://www.allmusic.com/album/g-rage-mw0003849398"
"mw0003851654","edging",NA,2022-10-14,NA,"https://www.allmusic.com/album/edging-mw0003851654"
"mw0003845882","blackout","24:28",2022-10-27,4,"https://www.allmusic.com/album/blackout-mw0003845882"
"mw0003615945","destroys the virus with dub","45:51",2022-02-04,NA,"https://www.allmusic.com/album/destroys-the-virus-with-dub-mw0003615945"
"mw0003785560","we are looking in on you too",NA,2022-12-09,NA,"https://www.allmusic.com/album/we-are-looking-in-on-you-too-mw0003785560"
"mw0003787659","friday night",NA,2022-08-17,NA,"https://www.allmusic.com/album/friday-night-mw0003787659"
"mw0003776470","generations",NA,2022-09-16,NA,"https://www.allmusic.com/album/generations-mw0003776470"
"mw0003797931","so long, sam: 1945-2006",NA,2022-10-14,NA,"https://www.allmusic.com/album/so-long-sam-1945-2006-mw0003797931"
"mw0003808168","fractals",NA,2022-09-07,NA,"https://www.allmusic.com/album/fractals-mw0003808168"
"mw0003818886","triple trouble",NA,2022-11-18,NA,"https://www.allmusic.com/album/triple-trouble-mw0003818886"
"mw0003750282","the quintet",NA,NA,NA,"https://www.allmusic.com/album/the-quintet-mw0003750282"
"mw0003751459","echo","03:30",2022-06-03,NA,"https://www.allmusic.com/album/echo-mw0003751459"
"mw0003752499","we are looking in on you",NA,2022-09-09,NA,"https://www.allmusic.com/album/we-are-looking-in-on-you-mw0003752499"
"mw0003756357","05-10",NA,2022-09-30,NA,"https://www.allmusic.com/album/05-10-mw0003756357"
"mw0003756391","body double","01:31:18",2022-09-30,NA,"https://www.allmusic.com/album/body-double-mw0003756391"
"mw0003756690","forever young",NA,2022-07-13,NA,"https://www.allmusic.com/album/forever-young-mw0003756690"
"mw0003726235","electric banana sessions [1967-1969]",NA,2022-03-04,NA,"https://www.allmusic.com/album/electric-banana-sessions-1967-1969--mw0003726235"
"mw0003731673","weather alive",NA,2022-05-31,NA,"https://www.allmusic.com/album/weather-alive-mw0003731673"
"mw0003644426","the wow demos, vol. 2","01:27:10",2022-02-04,NA,"https://www.allmusic.com/album/the-wow-demos-vol-2-mw0003644426"
"mw0003717038","concert: live at brixton academy 27.5.86",NA,2022-01-14,NA,"https://www.allmusic.com/album/concert-live-at-brixton-academy-27586-mw0003717038"
"mw0003663430","co-starring too","41:57",2022-03-18,NA,"https://www.allmusic.com/album/co-starring-too-mw0003663430"
"mw0003676779","jazz is dead 011",NA,2022-03-25,NA,"https://www.allmusic.com/album/jazz-is-dead-011-mw0003676779"
"mw0003677462","live at birdland","01:12:20",2022-04-08,NA,"https://www.allmusic.com/album/live-at-birdland-mw0003677462"
"mw0003653791","shortwave memories",NA,2022-01-21,NA,"https://www.allmusic.com/album/shortwave-memories-mw0003653791"
"mw0003656006","dreamworkers of time: the bbc recordings 1985-1995","02:40:29",2022-04-01,NA,"https://www.allmusic.com/album/dreamworkers-of-time-the-bbc-recordings-1985-1995-mw0003656006"
"mw0003658620","daumenbruch",NA,2022-03-04,NA,"https://www.allmusic.com/album/daumenbruch-mw0003658620"
"mw0003691832","another fish",NA,2022-04-15,NA,"https://www.allmusic.com/album/another-fish-mw0003691832"
"mw0003692361","warning: uninc.: live and experimental recordings 1971-1972",NA,2022-06-18,NA,"https://www.allmusic.com/album/warning-uninc-live-and-experimental-recordings-1971-1972-mw0003692361"
"mw0003854957","live at kozfest 2022",NA,2022-11-25,NA,"https://www.allmusic.com/album/live-at-kozfest-2022-mw0003854957"
"mw0003868827","to dusk",NA,2022-12-09,NA,"https://www.allmusic.com/album/to-dusk-mw0003868827"
"mw0003868833","dedications","01:11:27",2022-12-09,NA,"https://www.allmusic.com/album/dedications-mw0003868833"
"mw0003874983","fade",NA,2022-12-02,NA,"https://www.allmusic.com/album/fade-mw0003874983"
"mw0003875736","reasonable doubt [original score]","29:49",2022-11-04,NA,"https://www.allmusic.com/album/reasonable-doubt-original-score--mw0003875736"
"mw0003841181","split ep","22:38",2022-10-12,NA,"https://www.allmusic.com/album/split-ep-mw0003841181"
"mw0003849402","karma's got eyes on you",NA,2022-04-05,NA,"https://www.allmusic.com/album/karmas-got-eyes-on-you-mw0003849402"
"mw0003850186","2022",NA,2022-11-09,NA,"https://www.allmusic.com/album/2022-mw0003850186"
"mw0003991358","greatest nashville hits",NA,2022-01-14,NA,"https://www.allmusic.com/album/greatest-nashville-hits-mw0003991358"
"mw0004041678","auger incorporated",NA,2022-02-25,NA,"https://www.allmusic.com/album/auger-incorporated-mw0004041678"
"mw0003621186","nashville hits",NA,2022-01-14,NA,"https://www.allmusic.com/album/nashville-hits-mw0003621186"
"mw0003598317","dominion",NA,2022-01-14,NA,"https://www.allmusic.com/album/dominion-mw0003598317"
"mw0003601155","hunter's moon",NA,2022-01-22,NA,"https://www.allmusic.com/album/hunters-moon-mw0003601155"
"mw0003784388","a wanderer in the sleeping city","04:11",2022-07-19,NA,"https://www.allmusic.com/album/a-wanderer-in-the-sleeping-city-mw0003784388"
"mw0003782922","worlds on fire","02:54",2022-07-15,NA,"https://www.allmusic.com/album/worlds-on-fire-mw0003782922"
"mw0003784613","essential classics, vol. 56: gordon macrae",NA,2022-08-05,NA,"https://www.allmusic.com/album/essential-classics-vol-56-gordon-macrae-mw0003784613"
"mw0003788339","the summer collection","22:55",2022-07-25,NA,"https://www.allmusic.com/album/the-summer-collection-mw0003788339"
"mw0003790061","almighty gnar","03:29",2022-08-26,NA,"https://www.allmusic.com/album/almighty-gnar-mw0003790061"
"mw0003790098","hymns","01:58:54",2022-10-07,NA,"https://www.allmusic.com/album/hymns-mw0003790098"
"mw0003789830","all i really wanted","03:11",2022-09-01,NA,"https://www.allmusic.com/album/all-i-really-wanted-mw0003789830"
"mw0003789834","satanic slumber party",NA,2022-03-14,NA,"https://www.allmusic.com/album/satanic-slumber-party-mw0003789834"
"mw0003791991","discusses one-man broadway show [live on the ed sullivan show, february 3, 1963]","02:36",2022-07-21,NA,"https://www.allmusic.com/album/discusses-one-man-broadway-show-live-on-the-ed-sullivan-show-february-3-1963--mw0003791991"
"mw0003792478","escape","04:00",2022-03-11,NA,"https://www.allmusic.com/album/escape-mw0003792478"
"mw0003793396","afrojack presents nlw","23:51",2022-07-29,NA,"https://www.allmusic.com/album/afrojack-presents-nlw-mw0003793396"
"mw0003794368","essential classics, vol. 52: bobby day",NA,2022-07-29,NA,"https://www.allmusic.com/album/essential-classics-vol-52-bobby-day-mw0003794368"
"mw0003758067","best of michel sardou [wrasse]",NA,2022-07-29,NA,"https://www.allmusic.com/album/best-of-michel-sardou-wrasse--mw0003758067"
"mw0003757382","the early years 1947-1955","01:07:40",2022-06-10,NA,"https://www.allmusic.com/album/the-early-years-1947-1955-mw0003757382"
"mw0003757771","las retro chingonas","01:42:02",2022-06-10,NA,"https://www.allmusic.com/album/las-retro-chingonas-mw0003757771"
"mw0003759370","mmj live, vol. 1: live 2015","01:42:27",2022-06-10,NA,"https://www.allmusic.com/album/mmj-live-vol-1-live-2015-mw0003759370"
"mw0003760469","numb","02:35",2022-06-10,NA,"https://www.allmusic.com/album/numb-mw0003760469"
"mw0003761357","far horizons: the trinity box set",NA,2022-09-16,NA,"https://www.allmusic.com/album/far-horizons-the-trinity-box-set-mw0003761357"
"mw0003763151","you are the answer",NA,2022-07-22,NA,"https://www.allmusic.com/album/you-are-the-answer-mw0003763151"
"mw0003763552","carousel of time","41:06",2022-09-09,NA,"https://www.allmusic.com/album/carousel-of-time-mw0003763552"
"mw0003764426","all the world is a stage","04:13:32",2022-09-09,NA,"https://www.allmusic.com/album/all-the-world-is-a-stage-mw0003764426"
"mw0003764433","the new victoria","01:04:13",2022-09-09,NA,"https://www.allmusic.com/album/the-new-victoria-mw0003764433"
"mw0003764436","alive! at reading",NA,2022-09-09,NA,"https://www.allmusic.com/album/alive%21-at-reading-mw0003764436"
"mw0003766538","beautiful girl","02:59",2022-04-28,NA,"https://www.allmusic.com/album/beautiful-girl-mw0003766538"
"mw0003767107","push it","02:50",2022-06-23,NA,"https://www.allmusic.com/album/push-it-mw0003767107"
"mw0003772895","the lost album","41:50",2022-09-23,NA,"https://www.allmusic.com/album/the-lost-album-mw0003772895"
"mw0003777576","no soy","03:54",2022-07-22,NA,"https://www.allmusic.com/album/no-soy-mw0003777576"
"mw0003777824","señora",NA,2022-02-25,NA,"https://www.allmusic.com/album/se%C3%B1ora-mw0003777824"
"mw0003796564","essential classics, vol. 82",NA,2022-08-12,NA,"https://www.allmusic.com/album/essential-classics-vol-82-mw0003796564"
"mw0003797491","frozen tears","06:27",2022-07-28,NA,"https://www.allmusic.com/album/frozen-tears-mw0003797491"
"mw0003798243","mmj live vol. 2: chicago 2021","02:17:19",2022-10-21,NA,"https://www.allmusic.com/album/mmj-live-vol-2-chicago-2021-mw0003798243"
"mw0003798289","san quentin","03:31",2022-09-07,NA,"https://www.allmusic.com/album/san-quentin-mw0003798289"
"mw0003809776","the evening collection","19:47",2022-08-20,NA,"https://www.allmusic.com/album/the-evening-collection-mw0003809776"
"mw0003808599","telenovela hits","21:51",2022-08-10,NA,"https://www.allmusic.com/album/telenovela-hits-mw0003808599"
"mw0003810153","one more, please",NA,2022-10-28,NA,"https://www.allmusic.com/album/one-more-please-mw0003810153"
"mw0003808672","famous blue raincoat","05:59",2022-08-19,NA,"https://www.allmusic.com/album/famous-blue-raincoat-mw0003808672"
"mw0003809770","free yourself [august 19]","07:30",2022-08-19,NA,"https://www.allmusic.com/album/free-yourself-august-19--mw0003809770"
"mw0003810995","gatubela","03:28",2022-08-26,NA,"https://www.allmusic.com/album/gatubela-mw0003810995"
"mw0003813765","another laurie berkner christmas","49:11",2022-10-28,NA,"https://www.allmusic.com/album/another-laurie-berkner-christmas-mw0003813765"
"mw0003814050","essential classics, vol. 67: bobby timmons",NA,2022-08-12,NA,"https://www.allmusic.com/album/essential-classics-vol-67-bobby-timmons-mw0003814050"
"mw0003815090","live from rca studio a","25:05",2022-09-09,NA,"https://www.allmusic.com/album/live-from-rca-studio-a-mw0003815090"
"mw0003816661","imagine",NA,2022-04-29,NA,"https://www.allmusic.com/album/imagine-mw0003816661"
"mw0003816940","präsi suite  [a colors show]","02:04",2022-08-29,NA,"https://www.allmusic.com/album/pr%C3%A4si-suite-a-colors-show--mw0003816940"
"mw0003820200","damn right!",NA,2022-04-11,NA,"https://www.allmusic.com/album/damn-right%21-mw0003820200"
"mw0003745263","rox rmx, vol. 3",NA,2022-06-20,NA,"https://www.allmusic.com/album/rox-rmx-vol-3-mw0003745263"
"mw0003751403","alan silvestri: music for film",NA,2022-07-08,NA,"https://www.allmusic.com/album/alan-silvestri-music-for-film-mw0003751403"
"mw0003753591","las retro chingonas","01:36:14",2022-06-10,NA,"https://www.allmusic.com/album/las-retro-chingonas-mw0003753591"
"mw0003755729","live in brisbane '21",NA,2022-01-31,NA,"https://www.allmusic.com/album/live-in-brisbane-21-mw0003755729"
"mw0003755753","rox rmx, vol. 1",NA,2022-06-24,NA,"https://www.allmusic.com/album/rox-rmx-vol-1-mw0003755753"
